category,n,mean_shap,median_shap,mean_abs_shap,direction
112.0,8,-0.11869970356458039,-0.08402206435862328,0.11869970356458039,lower_exit_risk
844.0,1,-0.1274470062604384,-0.1274470062604384,0.1274470062604384,lower_exit_risk
732.0,33,-0.13155357052929717,-0.13816095899114855,0.1332786898183723,lower_exit_risk
442.0,6,-0.1339348556256678,-0.13192859074928762,0.1339348556256678,lower_exit_risk
236.0,8,-0.14874583443824463,-0.16898827849202863,0.14874583443824463,lower_exit_risk
134.0,2,-0.15050933963496732,-0.15050933963496732,0.15050933963496732,lower_exit_risk
164.0,10,-0.15134187067228672,-0.11227688559134517,0.15134187067228672,lower_exit_risk
135.0,9,-0.1523138522144823,-0.18018640862810048,0.1523138522144823,lower_exit_risk
841.0,4,-0.15267676010995432,-0.15088445547512058,0.15267676010995432,lower_exit_risk
162.0,2,-0.15309351689008557,-0.15309351689008557,0.15309351689008557,lower_exit_risk
151.0,22,-0.15685370451482897,-0.1670831479756158,0.15685370451482897,lower_exit_risk
293.0,8,-0.1675219230925085,-0.19069897756225193,0.16752192309250852,lower_exit_risk
132.0,110,-0.1707893062576711,-0.19519084749723245,0.17078930625767114,lower_exit_risk
152.0,84,-0.17292910091828248,-0.19297673434630064,0.1729291009182825,lower_exit_risk
173.0,14,-0.1771444168716805,-0.19682057309836523,0.1771444168716805,lower_exit_risk
441.0,34,-0.18192806512113413,-0.18862149244424112,0.18192806512113413,lower_exit_risk
232.0,2,-0.18370003278383873,-0.18370003278383873,0.18370003278383873,lower_exit_risk
153.0,37,-0.18379691439361928,-0.19257882661077705,0.18379691439361928,lower_exit_risk
313.0,112,-0.18722657310597887,-0.20436912956210807,0.18722657310597887,lower_exit_risk
443.0,6,-0.18776448957040695,-0.20412679514665202,0.18776448957040695,lower_exit_risk
980.0,13,-0.19014531575820587,-0.1995286931484609,0.19014531575820587,lower_exit_risk
238.0,1,-0.19162855020666894,-0.19162855020666894,0.19162855020666894,lower_exit_risk
