model,n,roc_auc,pr_auc,f1,brier,recall_at_10,lift_at_10,recall_at_20,lift_at_20
catboost_2plus_firm_test,26633,0.7321042004576012,0.19725429084590068,0.019908751555371217,0.07642184497991401,0.2623720136518771,2.6230307205669834,0.4445392491467577,2.2225293453211186
