model,calibration_method,roc_auc,pr_auc,f1,brier,recall_at_10,lift_at_10,recall_at_20,lift_at_20
catboost,raw,0.7336272970179685,0.1996540692349116,0.015605749486652977,0.07628391150663782,0.2638830897703549,2.6381485254728907,0.4475991649269311,2.2378304453015954
catboost,platt,0.7336272970179685,0.1996540692349116,0.03437250199840128,0.07686473604738515,0.2638830897703549,2.6381485254728907,0.4475991649269311,2.2378304453015954
catboost,isotonic,0.7322493147410979,0.19042612858448021,0.0,0.07605971451308048,0.26430062630480167,2.6423228111144614,0.4384133611691023,2.1919048204913016
hybrid_stack,raw,0.7345100513102096,0.19939826263932187,0.2736391299447763,0.181084292693461,0.26847599164926933,2.684065667530172,0.4488517745302714,2.244093030502999
hybrid_stack,platt,0.7345100513102096,0.19939826263932187,0.0,0.07654346887662894,0.26847599164926933,2.684065667530172,0.4488517745302714,2.244093030502999
hybrid_stack,isotonic,0.7338489123027713,0.19071250145606494,0.006625258799171843,0.07614522749778822,0.2659707724425887,2.6590199536807457,0.4455114822546973,2.227392803299256
