destination_t1,positive_n,positive_share,note
missing worker-status detail,2006,0.8375782881002087,Coarse destination categories reconstructed from t+1 worker-status flags; finer retirement/unemployment subtypes were not asserted.
non-wage employment,389,0.16242171189979124,Coarse destination categories reconstructed from t+1 worker-status flags; finer retirement/unemployment subtypes were not asserted.
